Run Number,Normal Fertility Rate,Normal Death Risk,Max chicken capacity,Initial number of eggs,Initial chicken population,Eggs,Chickens
Run 181,1.0,0.02,2000.0,500.0,500.0,"0      500.000000
1     2400.000000
2     3920.000000
3     5136.000000
4     6108.800000
5     6887.040000
6     7509.632000
7     8007.705600
8     8406.164480
9     8724.931584
10    8979.945267
11    9183.956214
12    9347.164971
13    9477.731977
14    9582.185581
15    9665.748465
16    9732.598772
17    9786.079018
18    9828.863214
19    9863.090571
20    9890.472457
21    9912.377966
22    9929.902373
23    9943.921898
24    9955.137518
25    9964.110015
26    9971.288012
27    9977.030409
28    9981.624328
29    9985.299462
30    9988.239570
31    9990.591656
32    9992.473325
33    9993.978660
34    9995.182928
35    9996.146342
36    9996.917074
37    9997.533659
38    9998.026927
39    9998.421542
40    9998.737233
41    9998.989787
42    9999.191829
43    9999.353464
44    9999.482771
45    9999.586217
46    9999.668973
47    9999.735179
48    9999.788143
49    9999.830514
50    9999.864411
Name: Eggs, dtype: float64","0       500.000000
1       597.500000
2      1073.929938
3      1846.396682
4      2839.504875
5      3980.636996
6      5199.590287
7      6431.159295
8      7619.102317
9      8719.828012
10     9704.460323
11    10558.683875
12    11280.617066
13    11877.526846
14    12362.316802
15    12750.485151
16    13057.886128
17    13299.321981
18    13487.818133
19    13634.378396
20    13748.033768
21    13836.043934
22    13904.158410
23    13956.882674
24    13997.721314
25    14029.386798
26    14053.971861
27    14073.088213
28    14087.976176
29    14099.590314
30    14108.665736
31    14115.769162
32    14121.338103
33    14125.710869
34    14129.149526
35    14131.857448
36    14133.992767
37    14135.678666
38    14137.011285
39    14138.065789
40    14138.901055
41    14139.563271
42    14140.088734
43    14140.506006
44    14140.837597
45    14141.101272
46    14141.311063
47    14141.478072
48    14141.611087
49    14141.717074
50    14141.801559
Name: Chickens, dtype: float64"
Run 182,1.0,0.02,2000.0,500.0,800.0,"0      500.000000
1     2400.000000
2     3920.000000
3     5136.000000
4     6108.800000
5     6887.040000
6     7509.632000
7     8007.705600
8     8406.164480
9     8724.931584
10    8979.945267
11    9183.956214
12    9347.164971
13    9477.731977
14    9582.185581
15    9665.748465
16    9732.598772
17    9786.079018
18    9828.863214
19    9863.090571
20    9890.472457
21    9912.377966
22    9929.902373
23    9943.921898
24    9955.137518
25    9964.110015
26    9971.288012
27    9977.030409
28    9981.624328
29    9985.299462
30    9988.239570
31    9990.591656
32    9992.473325
33    9993.978660
34    9995.182928
35    9996.146342
36    9996.917074
37    9997.533659
38    9998.026927
39    9998.421542
40    9998.737233
41    9998.989787
42    9999.191829
43    9999.353464
44    9999.482771
45    9999.586217
46    9999.668973
47    9999.735179
48    9999.788143
49    9999.830514
50    9999.864411
Name: Eggs, dtype: float64","0       800.000000
1       893.600000
2      1365.614790
3      2130.965753
4      3112.755602
5      4237.623128
6      5435.456630
7      6641.941142
8      7802.328441
9      8874.798046
10     9832.163959
11    10661.438531
12    11361.567059
13    11940.147993
14    12410.023047
15    12786.373443
16    13084.609678
17    13319.059328
18    13502.301718
19    13644.952844
20    13755.723577
21    13841.618757
22    13908.190252
23    13959.793166
24    13999.819293
25    14030.897394
26    14055.058580
27    14073.869466
28    14088.537530
29    14099.993498
30    14108.955224
31    14115.976963
32    14121.487238
33    14125.817885
34    14129.226308
35    14131.912533
36    14134.032283
37    14135.707012
38    14137.031616
39    14138.080373
40    14138.911515
41    14139.570773
42    14140.094114
43    14140.509864
44    14140.840365
45    14141.103257
46    14141.312487
47    14141.479093
48    14141.611819
49    14141.717599
50    14141.801936
Name: Chickens, dtype: float64"
Run 183,1.0,0.02,2000.0,500.0,1100.0,"0      500.000000
1     2400.000000
2     3920.000000
3     5136.000000
4     6108.800000
5     6887.040000
6     7509.632000
7     8007.705600
8     8406.164480
9     8724.931584
10    8979.945267
11    9183.956214
12    9347.164971
13    9477.731977
14    9582.185581
15    9665.748465
16    9732.598772
17    9786.079018
18    9828.863214
19    9863.090571
20    9890.472457
21    9912.377966
22    9929.902373
23    9943.921898
24    9955.137518
25    9964.110015
26    9971.288012
27    9977.030409
28    9981.624328
29    9985.299462
30    9988.239570
31    9990.591656
32    9992.473325
33    9993.978660
34    9995.182928
35    9996.146342
36    9996.917074
37    9997.533659
38    9998.026927
39    9998.421542
40    9998.737233
41    9998.989787
42    9999.191829
43    9999.353464
44    9999.482771
45    9999.586217
46    9999.668973
47    9999.735179
48    9999.788143
49    9999.830514
50    9999.864411
Name: Eggs, dtype: float64","0      1100.000000
1      1187.900000
2      1653.788936
3      2410.438757
4      3379.536607
5      4487.083931
6      5663.152709
7      6844.366123
8      7977.453766
9      9022.288976
10     9953.258310
11    10758.573853
12    11437.895982
13    11999.074332
14    12454.842879
15    12820.048884
16    13109.662043
17    13337.549409
18    13515.862970
19    13654.850094
20    13762.918898
21    13846.834023
22    13911.961492
23    13962.515241
24    14001.781302
25    14032.310009
26    14056.074770
27    14074.599993
28    14089.062425
29    14100.370491
30    14109.225903
31    14116.171261
32    14121.626682
33    14125.917945
34    14129.298099
35    14131.964037
36    14134.069230
37    14135.733515
38    14137.050627
39    14138.094008
40    14138.921294
41    14139.577787
42    14140.099145
43    14140.513472
44    14140.842952
45    14141.105113
46    14141.313818
47    14141.480048
48    14141.612504
49    14141.718090
50    14141.802288
Name: Chickens, dtype: float64"
Run 184,1.0,0.02,2000.0,800.0,500.0,"0      800.000000
1     2640.000000
2     4112.000000
3     5289.600000
4     6231.680000
5     6985.344000
6     7588.275200
7     8070.620160
8     8456.496128
9     8765.196902
10    9012.157522
11    9209.726018
12    9367.780814
13    9494.224651
14    9595.379721
15    9676.303777
16    9741.043021
17    9792.834417
18    9834.267534
19    9867.414027
20    9893.931222
21    9915.144977
22    9932.115982
23    9945.692785
24    9956.554228
25    9965.243383
26    9972.194706
27    9977.755765
28    9982.204612
29    9985.763690
30    9988.610952
31    9990.888761
32    9992.711009
33    9994.168807
34    9995.335046
35    9996.268037
36    9997.014429
37    9997.611543
38    9998.089235
39    9998.471388
40    9998.777110
41    9999.021688
42    9999.217351
43    9999.373880
44    9999.499104
45    9999.599283
46    9999.679427
47    9999.743541
48    9999.794833
49    9999.835867
50    9999.868693
Name: Eggs, dtype: float64","0       500.000000
1       657.500000
2      1181.176937
3      1989.625148
4      3007.959066
5      4163.816888
6      5387.511977
7      6614.914164
8      7791.467302
9      8875.696901
10     9840.956326
11    10674.943617
12    11377.344608
13    11956.461067
14    12425.736385
15    12800.823082
16    13097.473122
17    13330.243704
18    13511.856616
19    13653.007430
20    13762.444117
21    13847.181680
22    13912.766271
23    13963.538814
24    14002.873209
25    14033.379474
26    14057.070756
27    14075.497315
28    14089.852221
29    14101.053787
30    14109.809346
31    14116.664339
32    14122.039970
33    14126.262043
34    14129.583011
35    14132.198860
36    14134.262021
37    14135.891278
38    14137.179364
39    14138.198808
40    14139.006430
41    14139.646824
42    14140.155038
43    14140.558663
44    14140.879446
45    14141.134552
46    14141.337545
47    14141.499154
48    14141.627879
49    14141.730455
50    14141.812226
Name: Chickens, dtype: float64"
Run 185,1.0,0.02,2000.0,800.0,800.0,"0      800.000000
1     2640.000000
2     4112.000000
3     5289.600000
4     6231.680000
5     6985.344000
6     7588.275200
7     8070.620160
8     8456.496128
9     8765.196902
10    9012.157522
11    9209.726018
12    9367.780814
13    9494.224651
14    9595.379721
15    9676.303777
16    9741.043021
17    9792.834417
18    9834.267534
19    9867.414027
20    9893.931222
21    9915.144977
22    9932.115982
23    9945.692785
24    9956.554228
25    9965.243383
26    9972.194706
27    9977.755765
28    9982.204612
29    9985.763690
30    9988.610952
31    9990.888761
32    9992.711009
33    9994.168807
34    9995.335046
35    9996.268037
36    9997.014429
37    9997.611543
38    9998.089235
39    9998.471388
40    9998.777110
41    9999.021688
42    9999.217351
43    9999.373880
44    9999.499104
45    9999.599283
46    9999.679427
47    9999.743541
48    9999.794833
49    9999.835867
50    9999.868693
Name: Eggs, dtype: float64","0       800.000000
1       953.600000
2      1472.506470
3      2273.223717
4      3279.468257
5      4418.255136
6      5620.114152
7      6821.912361
8      7970.651510
9      9026.637881
10     9964.875347
11    10774.319445
12    11455.405053
13    12016.698167
14    12471.532749
15    12835.217402
16    13123.050100
17    13349.114265
18    13525.692632
19    13663.102527
20    13769.781626
21    13852.499010
22    13916.610717
23    13966.313375
24    14004.872839
25    14034.819052
26    14058.106271
27    14076.241693
28    14090.387044
29    14101.437896
30    14110.085126
31    14116.862294
32    14122.182036
33    14126.363983
34    14129.656151
35    14132.251331
36    14134.299661
37    14135.918278
38    14137.198731
39    14138.212698
40    14139.016393
41    14139.653969
42    14140.160163
43    14140.562339
44    14140.882082
45    14141.136443
46    14141.338900
47    14141.500127
48    14141.628577
49    14141.730955
50    14141.812585
Name: Chickens, dtype: float64"
Run 186,1.0,0.02,2000.0,800.0,1100.0,"0      800.000000
1     2640.000000
2     4112.000000
3     5289.600000
4     6231.680000
5     6985.344000
6     7588.275200
7     8070.620160
8     8456.496128
9     8765.196902
10    9012.157522
11    9209.726018
12    9367.780814
13    9494.224651
14    9595.379721
15    9676.303777
16    9741.043021
17    9792.834417
18    9834.267534
19    9867.414027
20    9893.931222
21    9915.144977
22    9932.115982
23    9945.692785
24    9956.554228
25    9965.243383
26    9972.194706
27    9977.755765
28    9982.204612
29    9985.763690
30    9988.610952
31    9990.888761
32    9992.711009
33    9994.168807
34    9995.335046
35    9996.268037
36    9997.014429
37    9997.611543
38    9998.089235
39    9998.471388
40    9998.777110
41    9999.021688
42    9999.217351
43    9999.373880
44    9999.499104
45    9999.599283
46    9999.679427
47    9999.743541
48    9999.794833
49    9999.835867
50    9999.868693
Name: Eggs, dtype: float64","0      1100.000000
1      1247.900000
2      1760.327456
3      2551.739928
4      3544.546162
5      4665.244087
6      5844.667863
7      7020.721479
8      8141.940210
9      9170.327532
10    10082.417842
11    10868.297851
12    11529.044073
13    12073.411663
14    12514.583901
15    12867.511743
16    13147.043914
17    13366.804882
18    13538.657038
19    13672.558201
20    13776.652528
21    13857.477224
22    13920.209469
23    13968.910349
24    14006.744343
25    14036.166318
26    14059.075345
27    14076.938291
28    14090.887527
29    14101.797337
30    14110.343193
31    14117.047533
32    14122.314975
33    14126.459374
34    14129.724591
35    14132.300430
36    14134.334883
37    14135.943543
38    14137.216853
39    14138.225697
40    14139.025716
41    14139.660656
42    14140.164959
43    14140.565778
44    14140.884549
45    14141.138212
46    14141.340169
47    14141.501037
48    14141.629229
49    14141.731423
50    14141.812920
Name: Chickens, dtype: float64"
Run 187,1.0,0.02,2000.0,1100.0,500.0,"0     1100.000000
1     2880.000000
2     4304.000000
3     5443.200000
4     6354.560000
5     7083.648000
6     7666.918400
7     8133.534720
8     8506.827776
9     8805.462221
10    9044.369777
11    9235.495821
12    9388.396657
13    9510.717326
14    9608.573861
15    9686.859088
16    9749.487271
17    9799.589817
18    9839.671853
19    9871.737483
20    9897.389986
21    9917.911989
22    9934.329591
23    9947.463673
24    9957.970938
25    9966.376751
26    9973.101401
27    9978.481120
28    9982.784896
29    9986.227917
30    9988.982334
31    9991.185867
32    9992.948694
33    9994.358955
34    9995.487164
35    9996.389731
36    9997.111785
37    9997.689428
38    9998.151542
39    9998.521234
40    9998.816987
41    9999.053590
42    9999.242872
43    9999.394297
44    9999.515438
45    9999.612350
46    9999.689880
47    9999.751904
48    9999.801523
49    9999.841219
50    9999.872975
Name: Eggs, dtype: float64","0       500.000000
1       717.500000
2      1288.351938
3      2132.553430
4      3175.715589
5      4345.775894
6      5573.647813
7      6796.375993
8      7961.175671
9      9028.738046
10     9974.649383
11    10788.587035
12    11471.750097
13    12033.418926
14    12487.530680
15    12849.861228
16    13136.043710
17    13360.384720
18    13535.303885
19    13671.193743
20    13776.525856
21    13858.077207
22    13921.196566
23    13970.065346
24    14007.930823
25    14037.303751
26    14060.120135
27    14077.870633
28    14091.702442
29    14102.498644
30    14110.939547
31    14117.549865
32    14122.734896
33    14126.808226
34    14130.012910
35    14132.537694
36    14134.529424
37    14136.102560
38    14137.346490
39    14138.331141
40    14139.111313
41    14139.730023
42    14140.221090
43    14140.611140
44    14140.921165
45    14141.167739
46    14141.363959
47    14141.520189
48    14141.644637
49    14141.743811
50    14141.822875
Name: Chickens, dtype: float64"
Run 188,1.0,0.02,2000.0,1100.0,800.0,"0     1100.000000
1     2880.000000
2     4304.000000
3     5443.200000
4     6354.560000
5     7083.648000
6     7666.918400
7     8133.534720
8     8506.827776
9     8805.462221
10    9044.369777
11    9235.495821
12    9388.396657
13    9510.717326
14    9608.573861
15    9686.859088
16    9749.487271
17    9799.589817
18    9839.671853
19    9871.737483
20    9897.389986
21    9917.911989
22    9934.329591
23    9947.463673
24    9957.970938
25    9966.376751
26    9973.101401
27    9978.481120
28    9982.784896
29    9986.227917
30    9988.982334
31    9991.185867
32    9992.948694
33    9994.358955
34    9995.487164
35    9996.389731
36    9997.111785
37    9997.689428
38    9998.151542
39    9998.521234
40    9998.816987
41    9999.053590
42    9999.242872
43    9999.394297
44    9999.515438
45    9999.612350
46    9999.689880
47    9999.751904
48    9999.801523
49    9999.841219
50    9999.872975
Name: Eggs, dtype: float64","0       800.000000
1      1013.600000
2      1579.326150
3      2415.183440
4      3445.492329
5      4597.690155
6      5803.032208
7      6999.664060
8      8136.418034
9      9175.770605
10    10094.915387
11    10884.716176
12    11547.044878
13    12091.381755
14    12531.510093
15    12882.837413
16    13160.534232
17    13378.435074
18    13548.527787
19    13680.836106
20    13783.530837
21    13863.151611
22    13924.864283
23    13972.711748
24    14009.837747
25    14038.676397
26    14061.107398
27    14078.580265
28    14092.212266
29    14102.864780
30    14111.202413
31    14117.738545
32    14122.870302
33    14126.905385
34    14130.082618
35    14132.587703
36    14134.565297
37    14136.128293
38    14137.364947
39    14138.344379
40    14139.120808
41    14139.736833
42    14140.225974
43    14140.614642
44    14140.923677
45    14141.169540
46    14141.365251
47    14141.521115
48    14141.645302
49    14141.744288
50    14141.823217
Name: Chickens, dtype: float64"
Run 189,1.0,0.02,2000.0,1100.0,1100.0,"0     1100.000000
1     2880.000000
2     4304.000000
3     5443.200000
4     6354.560000
5     7083.648000
6     7666.918400
7     8133.534720
8     8506.827776
9     8805.462221
10    9044.369777
11    9235.495821
12    9388.396657
13    9510.717326
14    9608.573861
15    9686.859088
16    9749.487271
17    9799.589817
18    9839.671853
19    9871.737483
20    9897.389986
21    9917.911989
22    9934.329591
23    9947.463673
24    9957.970938
25    9966.376751
26    9973.101401
27    9978.481120
28    9982.784896
29    9986.227917
30    9988.982334
31    9991.185867
32    9992.948694
33    9994.358955
34    9995.487164
35    9996.389731
36    9997.111785
37    9997.689428
38    9998.151542
39    9998.521234
40    9998.816987
41    9999.053590
42    9999.242872
43    9999.394297
44    9999.515438
45    9999.612350
46    9999.689880
47    9999.751904
48    9999.801523
49    9999.841219
50    9999.872975
Name: Eggs, dtype: float64","0      1100.000000
1      1307.900000
2      1866.793976
3      2692.744778
4      3708.876034
5      4842.230420
6      6024.488065
7      7194.927181
8      8303.964353
9      9315.771669
10    10209.028095
11    10975.659504
12    11618.107653
13    12145.982730
14    12572.877230
15    12913.819584
16    13183.524039
17    13395.368432
18    13560.927441
19    13689.874281
20    13790.095199
21    13867.905941
22    13928.300187
23    13975.190644
24    14011.623843
25    14039.962004
26    14062.032023
27    14079.244857
28    14092.689724
29    14103.207666
30    14111.448585
31    14117.915240
32    14122.997106
33    14126.996372
34    14130.147898
35    14132.634535
36    14134.598892
37    14136.152391
38    14137.382232
39    14138.356777
40    14139.129700
41    14139.743211
42    14140.230548
43    14140.617923
44    14140.926030
45    14141.171228
46    14141.366461
47    14141.521983
48    14141.645924
49    14141.744734
50    14141.823537
Name: Chickens, dtype: float64"
Run 190,1.0,0.51,1000.0,500.0,500.0,"0      500.000000
1     1400.000000
2     2120.000000
3     2696.000000
4     3156.800000
5     3525.440000
6     3820.352000
7     4056.281600
8     4245.025280
9     4396.020224
10    4516.816179
11    4613.452943
12    4690.762355
13    4752.609884
14    4802.087907
15    4841.670326
16    4873.336260
17    4898.669008
18    4918.935207
19    4935.148165
20    4948.118532
21    4958.494826
22    4966.795861
23    4973.436689
24    4978.749351
25    4982.999481
26    4986.399585
27    4989.119668
28    4991.295734
29    4993.036587
30    4994.429270
31    4995.543416
32    4996.434733
33    4997.147786
34    4997.718229
35    4998.174583
36    4998.539667
37    4998.831733
38    4999.065387
39    4999.252309
40    4999.401847
41    4999.521478
42    4999.617182
43    4999.693746
44    4999.754997
45    4999.803997
46    4999.843198
47    4999.874558
48    4999.899647
49    4999.919717
50    4999.935774
Name: Eggs, dtype: float64","0      500.000000
1      472.500000
2      638.639312
3      854.630625
4     1021.329937
5     1120.701368
6     1185.243874
7     1232.864723
8     1268.943776
9     1296.737496
10    1318.362193
11    1335.305204
12    1348.645399
13    1359.187220
14    1367.540348
15    1374.172962
16    1379.447849
17    1383.648153
18    1386.996027
19    1389.666499
20    1391.797913
21    1393.499890
22    1394.859464
23    1395.945845
24    1396.814134
25    1397.508245
26    1398.063201
27    1398.506954
28    1398.861820
29    1399.145627
30    1399.372617
31    1399.554173
32    1399.699396
33    1399.815559
34    1399.908481
35    1399.982812
36    1400.042273
37    1400.089840
38    1400.127891
39    1400.158332
40    1400.182683
41    1400.202164
42    1400.217749
43    1400.230216
44    1400.240190
45    1400.248169
46    1400.254552
47    1400.259658
48    1400.263744
49    1400.267012
50    1400.269626
Name: Chickens, dtype: float64"
Run 191,1.0,0.51,1000.0,500.0,800.0,"0      500.000000
1     1400.000000
2     2120.000000
3     2696.000000
4     3156.800000
5     3525.440000
6     3820.352000
7     4056.281600
8     4245.025280
9     4396.020224
10    4516.816179
11    4613.452943
12    4690.762355
13    4752.609884
14    4802.087907
15    4841.670326
16    4873.336260
17    4898.669008
18    4918.935207
19    4935.148165
20    4948.118532
21    4958.494826
22    4966.795861
23    4973.436689
24    4978.749351
25    4982.999481
26    4986.399585
27    4989.119668
28    4991.295734
29    4993.036587
30    4994.429270
31    4995.543416
32    4996.434733
33    4997.147786
34    4997.718229
35    4998.174583
36    4998.539667
37    4998.831733
38    4999.065387
39    4999.252309
40    4999.401847
41    4999.521478
42    4999.617182
43    4999.693746
44    4999.754997
45    4999.803997
46    4999.843198
47    4999.874558
48    4999.899647
49    4999.919717
50    4999.935774
Name: Eggs, dtype: float64","0      800.000000
1      573.600000
2      685.801350
3      869.936369
4     1023.173833
5     1120.622640
6     1185.255138
7     1232.862369
8     1268.944382
9     1296.737317
10    1318.362250
11    1335.305184
12    1348.645406
13    1359.187217
14    1367.540349
15    1374.172961
16    1379.447849
17    1383.648153
18    1386.996027
19    1389.666499
20    1391.797913
21    1393.499890
22    1394.859464
23    1395.945845
24    1396.814134
25    1397.508245
26    1398.063201
27    1398.506954
28    1398.861820
29    1399.145627
30    1399.372617
31    1399.554173
32    1399.699396
33    1399.815559
34    1399.908481
35    1399.982812
36    1400.042273
37    1400.089840
38    1400.127891
39    1400.158332
40    1400.182683
41    1400.202164
42    1400.217749
43    1400.230216
44    1400.240190
45    1400.248169
46    1400.254552
47    1400.259658
48    1400.263744
49    1400.267012
50    1400.269626
Name: Chickens, dtype: float64"
Run 192,1.0,0.51,1000.0,500.0,1100.0,"0      500.000000
1     1400.000000
2     2120.000000
3     2696.000000
4     3156.800000
5     3525.440000
6     3820.352000
7     4056.281600
8     4245.025280
9     4396.020224
10    4516.816179
11    4613.452943
12    4690.762355
13    4752.609884
14    4802.087907
15    4841.670326
16    4873.336260
17    4898.669008
18    4918.935207
19    4935.148165
20    4948.118532
21    4958.494826
22    4966.795861
23    4973.436689
24    4978.749351
25    4982.999481
26    4986.399585
27    4989.119668
28    4991.295734
29    4993.036587
30    4994.429270
31    4995.543416
32    4996.434733
33    4997.147786
34    4997.718229
35    4998.174583
36    4998.539667
37    4998.831733
38    4999.065387
39    4999.252309
40    4999.401847
41    4999.521478
42    4999.617182
43    4999.693746
44    4999.754997
45    4999.803997
46    4999.843198
47    4999.874558
48    4999.899647
49    4999.919717
50    4999.935774
Name: Eggs, dtype: float64","0     1100.000000
1      582.900000
2      689.616071
3      871.075205
4     1023.301478
5     1120.617061
6     1185.255936
7     1232.862203
8     1268.944425
9     1296.737305
10    1318.362254
11    1335.305183
12    1348.645406
13    1359.187217
14    1367.540349
15    1374.172961
16    1379.447849
17    1383.648153
18    1386.996027
19    1389.666499
20    1391.797913
21    1393.499890
22    1394.859464
23    1395.945845
24    1396.814134
25    1397.508245
26    1398.063201
27    1398.506954
28    1398.861820
29    1399.145627
30    1399.372617
31    1399.554173
32    1399.699396
33    1399.815559
34    1399.908481
35    1399.982812
36    1400.042273
37    1400.089840
38    1400.127891
39    1400.158332
40    1400.182683
41    1400.202164
42    1400.217749
43    1400.230216
44    1400.240190
45    1400.248169
46    1400.254552
47    1400.259658
48    1400.263744
49    1400.267012
50    1400.269626
Name: Chickens, dtype: float64"
Run 193,1.0,0.51,1000.0,800.0,500.0,"0      800.000000
1     1640.000000
2     2312.000000
3     2849.600000
4     3279.680000
5     3623.744000
6     3898.995200
7     4119.196160
8     4295.356928
9     4436.285542
10    4549.028434
11    4639.222747
12    4711.378198
13    4769.102558
14    4815.282047
15    4852.225637
16    4881.780510
17    4905.424408
18    4924.339526
19    4939.471621
20    4951.577297
21    4961.261837
22    4969.009470
23    4975.207576
24    4980.166061
25    4984.132849
26    4987.306279
27    4989.845023
28    4991.876018
29    4993.500815
30    4994.800652
31    4995.840521
32    4996.672417
33    4997.337934
34    4997.870347
35    4998.296278
36    4998.637022
37    4998.909618
38    4999.127694
39    4999.302155
40    4999.441724
41    4999.553379
42    4999.642704
43    4999.714163
44    4999.771330
45    4999.817064
46    4999.853651
47    4999.882921
48    4999.906337
49    4999.925069
50    4999.940056
Name: Eggs, dtype: float64","0      500.000000
1      532.500000
2      715.886313
3      916.914774
4     1058.061096
5     1143.055522
6     1201.450600
7     1245.073033
8     1278.306768
9     1304.003375
10    1324.043834
11    1339.772563
12    1352.171947
13    1361.979410
14    1369.756086
15    1375.934310
16    1380.849872
17    1384.765326
18    1387.886954
19    1390.377459
20    1392.365549
21    1393.953279
22    1395.221717
23    1396.235355
24    1397.045555
25    1397.693263
26    1398.211140
27    1398.625256
28    1398.956431
29    1399.221296
30    1399.433139
31    1399.602583
32    1399.738118
33    1399.846534
34    1399.933258
35    1400.002633
36    1400.058129
37    1400.102524
38    1400.138038
39    1400.166449
40    1400.189177
41    1400.207359
42    1400.221904
43    1400.233541
44    1400.242849
45    1400.250296
46    1400.256254
47    1400.261020
48    1400.264833
49    1400.267883
50    1400.270323
Name: Chickens, dtype: float64"
Run 194,1.0,0.51,1000.0,800.0,800.0,"0      800.000000
1     1640.000000
2     2312.000000
3     2849.600000
4     3279.680000
5     3623.744000
6     3898.995200
7     4119.196160
8     4295.356928
9     4436.285542
10    4549.028434
11    4639.222747
12    4711.378198
13    4769.102558
14    4815.282047
15    4852.225637
16    4881.780510
17    4905.424408
18    4924.339526
19    4939.471621
20    4951.577297
21    4961.261837
22    4969.009470
23    4975.207576
24    4980.166061
25    4984.132849
26    4987.306279
27    4989.845023
28    4991.876018
29    4993.500815
30    4994.800652
31    4995.840521
32    4996.672417
33    4997.337934
34    4997.870347
35    4998.296278
36    4998.637022
37    4998.909618
38    4999.127694
39    4999.302155
40    4999.441724
41    4999.553379
42    4999.642704
43    4999.714163
44    4999.771330
45    4999.817064
46    4999.853651
47    4999.882921
48    4999.906337
49    4999.925069
50    4999.940056
Name: Eggs, dtype: float64","0      800.000000
1      633.600000
2      756.861030
3      927.113335
4     1058.668376
5     1143.007224
6     1201.458612
7     1245.071226
8     1278.307256
9     1304.003227
10    1324.043883
11    1339.772546
12    1352.171953
13    1361.979407
14    1369.756087
15    1375.934310
16    1380.849872
17    1384.765326
18    1387.886954
19    1390.377459
20    1392.365549
21    1393.953279
22    1395.221717
23    1396.235355
24    1397.045555
25    1397.693263
26    1398.211140
27    1398.625256
28    1398.956431
29    1399.221296
30    1399.433139
31    1399.602583
32    1399.738118
33    1399.846534
34    1399.933258
35    1400.002633
36    1400.058129
37    1400.102524
38    1400.138038
39    1400.166449
40    1400.189177
41    1400.207359
42    1400.221904
43    1400.233541
44    1400.242849
45    1400.250296
46    1400.256254
47    1400.261020
48    1400.264833
49    1400.267883
50    1400.270323
Name: Chickens, dtype: float64"
Run 195,1.0,0.51,1000.0,800.0,1100.0,"0      800.000000
1     1640.000000
2     2312.000000
3     2849.600000
4     3279.680000
5     3623.744000
6     3898.995200
7     4119.196160
8     4295.356928
9     4436.285542
10    4549.028434
11    4639.222747
12    4711.378198
13    4769.102558
14    4815.282047
15    4852.225637
16    4881.780510
17    4905.424408
18    4924.339526
19    4939.471621
20    4951.577297
21    4961.261837
22    4969.009470
23    4975.207576
24    4980.166061
25    4984.132849
26    4987.306279
27    4989.845023
28    4991.876018
29    4993.500815
30    4994.800652
31    4995.840521
32    4996.672417
33    4997.337934
34    4997.870347
35    4998.296278
36    4998.637022
37    4998.909618
38    4999.127694
39    4999.302155
40    4999.441724
41    4999.553379
42    4999.642704
43    4999.714163
44    4999.771330
45    4999.817064
46    4999.853651
47    4999.882921
48    4999.906337
49    4999.925069
50    4999.940056
Name: Eggs, dtype: float64","0     1100.000000
1      642.900000
2      760.106591
3      927.847956
4     1058.708023
5     1143.004057
6     1201.459137
7     1245.071107
8     1278.307288
9     1304.003217
10    1324.043887
11    1339.772544
12    1352.171954
13    1361.979407
14    1369.756087
15    1375.934310
16    1380.849872
17    1384.765326
18    1387.886954
19    1390.377459
20    1392.365549
21    1393.953279
22    1395.221717
23    1396.235355
24    1397.045555
25    1397.693263
26    1398.211140
27    1398.625256
28    1398.956431
29    1399.221296
30    1399.433139
31    1399.602583
32    1399.738118
33    1399.846534
34    1399.933258
35    1400.002633
36    1400.058129
37    1400.102524
38    1400.138038
39    1400.166449
40    1400.189177
41    1400.207359
42    1400.221904
43    1400.233541
44    1400.242849
45    1400.250296
46    1400.256254
47    1400.261020
48    1400.264833
49    1400.267883
50    1400.270323
Name: Chickens, dtype: float64"
